H9,H8,S6,17
HK,C3,C3,10
CJ,SQ,CQ,20
D3,H8,DQ,13
DT,S7,C2,10
DJ,S6,H2,10
HT,D4,HA,21
DA,H9,H4,13
S7,SQ,HJ,17
SA,H2,SA,22
S3,H2,D2,3
D2,S3,H4,4
S8,C8,S2,10
DA,S4,DA,22
C7,CT,S7,17
CK,SA,C7,17
S6,S4,S5,15
S2,S7,D8,9
H8,C7,C6,13
HK,H3,D5,13
S5,HA,H6,17
C5,S7,C2,7
C4,DT,D7,17
D2,C4,CT,14
HA,C6,D2,11
H5,HJ,DQ,15
D2,H9,H7,16
DJ,S5,D4,14
CT,ST,SA,21
DA,SQ,H8,11
ST,D8,DQ,18
S5,HJ,SK,15
S7,HT,CK,10
D5,H2,H3,5
H7,S4,CJ,10
H2,HK,C5,12
D7,S9,S6,15
CQ,H5,H4,10
S8,H6,C8,8
H7,D6,D8,14
D3,SK,H3,10
H5,ST,C3,10
C2,S4,S3,7
H4,S6,SQ,16
S7,S9,D2,16
DK,SA,S3,14
S8,S8,CK,16
S5,S4,D8,9
C7,D9,S4,9
D4,C7,HQ,10
D6,CA,CQ,21
ST,H2,HJ,12
D8,S3,S3,8
C5,H3,S3,5
CQ,SA,D8,11
H7,CJ,D2,10
D9,C6,DJ,19
CQ,S9,H5,10
S9,CT,S2,11
H6,H3,CT,10
H3,SQ,CQ,10
D9,SK,D6,15
DK,DQ,S3,20
HQ,DK,C5,10
H6,HJ,D3,16
D2,D3,S3,5
D4,D9,C7,13
D6,S3,HT,10
S5,S6,SA,22
SA,H7,D8,11
S8,SA,S3,22
C8,H6,S9,9
HA,H2,H8,21
D7,HJ,H2,12
S7,CQ,SJ,17
C3,ST,DQ,10
S7,D5,CK,10
C5,H4,S4,5
SA,DK,SK,21
H2,C3,HQ,12
DJ,H9,HJ,19
HJ,DK,S4,10
D5,HK,S9,10
D4,C4,D4,8
D9,SK,H7,10
D7,C8,CJ,18
C8,DJ,C3,11
C6,C2,D4,8
D4,CQ,H5,10
CK,H4,D4,10
CJ,S5,C8,18
C2,C5,HT,10
D2,C9,D3,9
SA,C2,S5,16
CJ,D2,H5,10
D4,CA,DQ,14
C2,H3,DQ,10
S4,S2,H5,6
C6,D5,HT,10
C8,S7,C8,16
S8,CJ,S8,16
C6,H6,D3,6
H7,H6,S9,13
H4,D8,CA,11
D5,CQ,S5,10
D3,C7,S3,7
HT,D2,H7,17
H9,S7,S4,11
SJ,CJ,D7,10
H8,ST,D2,10
ST,DA,SA,21
H5,CK,DQ,10
H4,SK,D3,10
H7,H2,S4,9
S7,DJ,S8,15
S2,S8,D2,10
S9,D5,C7,9
C7,HA,S9,11
S6,D6,DJ,16
DK,C9,DK,20
D8,HT,S2,10
SJ,S7,DT,17
D3,S9,CQ,10
D2,D9,HK,11
D8,S3,HQ,10
CJ,C3,DA,13
C4,HA,S3,11
HT,C8,H3,13
S2,HQ,S4,10
H5,C7,H5,10
SJ,SA,CT,21
D2,HJ,DA,13
CK,H7,S3,10
HK,C9,S5,10
CQ,CK,CQ,30
D8,CA,S7,11
HA,HJ,S8,21
S8,CQ,H7,10
D6,D8,D8,22
S7,HK,H4,14
D8,CQ,S9,10
HJ,H4,H3,17
C7,ST,H9,10
DA,H5,DK,21
C6,C5,CT,21
S9,H5,DT,10
C7,S2,CK,17
ST,C9,HJ,10
HQ,HK,C5,20
DA,CT,S8,11
H7,SQ,SJ,20
CT,CJ,C5,25
D2,S6,S4,10
H4,H8,SK,12
HK,SK,CQ,10
S6,CK,S9,15
DK,D9,C7,19
D2,H6,H6,12
H7,C3,C9,12
DQ,SK,HJ,10
D4,H4,C9,9
SK,DA,D8,19
CA,SJ,C4,15
HJ,C7,H3,13
S4,CT,H9,10
D3,SK,C9,10
D3,H5,C8,8
H9,D7,C2,9
SJ,SQ,CJ,20
CJ,S6,S2,10
D4,H3,C8,8
DJ,HJ,HQ,20
DK,C4,CT,14
D4,CJ,S5,10
S3,C8,D6,8
C7,CQ,S4,17
H3,SK,D9,10
D4,HA,S6,11
DK,DJ,H6,20
H5,H7,C5,12
S8,H2,C3,8
HJ,D6,SQ,10
CT,S2,C2,12
CA,D6,H4,11
H8,S4,C8,8
H6,H2,D6,8
HJ,D6,C5,10
C8,HA,CJ,18
S4,S2,H2,6
C6,SK,HJ,10
H7,SQ,H4,11
H7,CK,H4,11
D4,HJ,S9,10
H5,SK,CT,10
C7,H3,S9,9
D8,DT,D8,26
CJ,S5,CK,20
C4,HQ,S6,10
DJ,D2,D5,17
S4,SK,HK,14
HJ,S2,HK,20
S8,H5,H7,12
DJ,C4,H6,10
H8,ST,CT,10
SK,S4,C5,14
CA,D6,SQ,11
S6,D3,H8,8
S3,H9,DK,10
H2,C8,CK,18
CK,D2,H7,10
ST,SQ,HK,20
C8,H4,HQ,14
CJ,DJ,HQ,10
H5,DA,S2,11
HQ,H6,D6,16
S5,HQ,C7,10
C6,D2,S6,6
C4,ST,C2,10
H3,S2,HT,13
HK,HA,SK,21
S7,HQ,SA,18
HT,HK,SA,20
C7,S5,DK,10
S2,DT,D9,19
D6,DJ,C9,16
D6,D2,CK,10
D5,CT,SA,11
H2,D4,HA,13
ST,HQ,DQ,10
HA,HQ,H3,24
H3,SQ,H5,10
H5,H5,D5,10
S8,H3,D6,8
SA,S7,DJ,18
HT,DT,D7,17
H8,DA,D9,20
DK,SJ,S6,16
C5,HA,C3,11
D8,C2,C2,8
S6,DT,S3,10
H7,CQ,SK,10
DJ,HA,C4,11
D9,DT,C8,19
C8,CK,CJ,28
C3,H8,H6,14
D2,SK,D3,10
D3,HQ,CK,10
HQ,H8,C9,18
H2,S3,D6,6
DQ,DT,S7,20
D9,H8,H4,12
D3,DK,C7,13
D5,H2,SQ,10
DT,H7,C4,10
DA,D2,CA,13
S2,S3,SQ,15
D9,C9,S7,9
D4,C6,D5,9
C3,D2,HK,10
H5,HA,CA,16
S3,H8,HQ,18
DA,HA,S4,11
CK,C2,C5,17
D6,DQ,D3,19
C7,H4,S6,7
HJ,D8,HT,20
DT,D2,HQ,12
HQ,H2,ST,12
H8,H4,D2,12
S9,C5,S2,11
SK,D6,CJ,10
DJ,S3,HK,10
C6,S6,S4,10
C4,DQ,D3,13
H9,H3,ST,12
DT,S9,H8,10
DQ,D7,C2,17
S8,HT,D9,10
D3,D6,S8,9
D2,S2,H5,5
S4,D7,HQ,10
H4,SJ,DQ,10
D2,CJ,D2,10
D9,C2,SK,10
D6,DJ,C8,16
CK,S4,S6,10
H4,CQ,HJ,14
HK,D9,C3,10
ST,C9,D2,10
HA,C5,D6,11
SQ,C6,HK,10
D9,C3,H7,9
ST,DQ,DQ,20
H2,H3,HJ,15
H5,D6,ST,10
C4,SA,SJ,21
CK,CT,DJ,20
H8,DJ,ST,10
C9,S7,C9,18
DQ,H4,H7,11
S2,SJ,S4,16
ST,S3,C6,13
H7,DJ,C4,10
C7,C3,H9,10
CA,HK,H4,14
DJ,C7,S9,10
H7,DQ,S9,10
D4,C2,H7,7
D5,D2,HT,10
C7,H9,SJ,10
S2,S8,S3,13
CT,SA,S8,19
HA,SQ,S9,19
S4,CQ,S3,10
C3,CQ,H8,13
DQ,D5,S7,15
D3,SJ,DQ,13
S9,DQ,C7,10
D6,D3,DK,19
SA,SK,H4,21
HT,S9,SJ,19
S4,DA,H4,11
CT,C5,SJ,15
H8,S9,H4,12
SA,SA,C3,22
HK,ST,D3,10
DQ,D6,SQ,16
DQ,C6,S9,10
S6,HQ,D7,10
HQ,S7,C4,10
C9,H3,D6,9
S3,C6,CT,16
C7,DK,S5,10
D6,C7,D9,15
C7,D6,DA,17
SJ,H9,H7,16
C4,D8,CK,14
C8,S9,HK,10
HQ,DQ,D7,17
D5,D8,CT,13
DT,S7,DQ,20
C9,H8,C6,15
D4,C8,C9,17
D7,HJ,DJ,17
CT,H3,C9,19
CA,HJ,D5,11
C4,C7,H5,11
DK,DJ,D4,24
CT,CK,S5,20
H2,DQ,S2,10
D8,HA,C5,11
DJ,H6,SK,10
H9,H2,SJ,11
C2,H7,H9,16
HA,D6,C2,11
C6,HQ,C6,12
CT,S4,H3,10
H6,SA,C3,11
D4,C2,DQ,14
DQ,C5,DK,20
DT,S2,H7,10
SQ,S3,DQ,13
SQ,DJ,H4,10
HT,C6,C4,10
C2,D8,S6,8
S6,C7,D2,7
C2,H3,SQ,10
C9,S2,DT,10
S5,SJ,HJ,15
HK,HA,C2,21
CT,D4,H4,10
D6,H6,HA,17
CA,H2,C7,18
D9,H5,HA,16
H4,C5,CK,15
H6,HA,H6,23
C3,D2,H6,6
S2,HA,D2,11
CT,SQ,SQ,20
H2,D8,H9,11
CK,C5,HJ,15
CJ,CT,C4,24
DJ,CJ,C6,16
H4,C3,D7,7
S5,HQ,D8,10
S7,CA,H5,11
SJ,S9,CK,19
D8,S2,C7,8
S7,D2,D5,7
CT,HA,HJ,21
D7,H5,DK,17
C2,DK,DK,20
D4,ST,SA,21
D2,D5,CJ,10
CJ,SK,C3,13
C8,S4,SK,14
S7,HT,C6,10
DJ,S7,DA,21
D7,SK,H6,10
C9,C4,SJ,13
C9,S4,H9,9
S6,HJ,DQ,10
HA,HJ,D8,21
SJ,D2,HT,10
CK,S5,S8,13
CJ,HQ,SJ,10
C3,H8,S7,8
DA,SK,H7,11
H5,C2,C2,5
D5,S5,C9,9
HK,DJ,ST,10
S5,C5,D9,9
C6,H7,DT,10
H8,HQ,DK,18
C2,S4,S9,13
SJ,S7,C5,17
S6,D4,D6,10
C6,SQ,C9,15
C2,HK,D8,10
S5,S7,D8,12
C7,S8,CQ,17
S2,S3,C3,5
D5,H6,H9,15
HA,DT,CK,11
DA,HT,H2,12
S5,C2,D3,5
D2,S8,S2,10
H8,H4,H7,19
S3,C9,SJ,13
S4,HJ,DT,10
H8,H3,H9,20
SJ,ST,DK,20
ST,DJ,H4,10
CJ,CQ,D6,20
H9,CA,ST,11
C9,D9,HJ,10
C8,H4,HK,14
SA,S3,HT,14
C2,S4,D7,7
DT,D6,S4,16
ST,C8,S4,14
S3,H7,D7,7
DJ,CJ,D2,12
H9,DT,D6,16
CQ,HJ,D7,10
DT,CQ,S6,10
S6,C4,HJ,10
D9,SA,CK,11
HT,HQ,DA,20
SQ,DQ,D4,14
S3,C5,C2,7
HJ,S5,DQ,10
D2,CQ,S9,10
H5,CK,SJ,10
D4,D9,S7,13
H9,C9,D9,9
SQ,CK,ST,20
C8,H2,H8,10
SK,D6,DA,17
HQ,ST,D9,10
DK,CA,H6,11
D6,S4,H8,8
S8,H4,C4,8
DJ,HK,S8,10
D7,H3,H9,12
SQ,S6,C2,16
HK,S4,D2,10
D3,D2,H9,9
H4,SK,H3,10
S2,S6,SA,19
D9,H9,HA,20
HA,CK,CA,21
DQ,ST,H5,10
S3,S2,D7,7
SA,CQ,S7,18
C2,C2,SK,10
C2,C4,HQ,10
C9,H5,D2,9
H3,C8,CK,18
D6,CQ,HK,10
S6,CA,H6,11
CK,CK,S5,20
CK,D2,CT,20
HQ,HK,C8,20
S9,S5,HK,14
C5,H4,H5,9
D9,D9,S9,18
C2,ST,DJ,10
ST,D2,S2,12
D7,D5,C9,12
SQ,H6,H6,12
C9,SA,D6,11
D2,CK,DJ,12
CT,CA,D6,21
CT,CQ,S6,20
H5,H3,DT,10
DA,S5,D5,16
C4,S4,S7,11
CT,S5,S9,14
S6,H8,C5,8
S6,D3,SQ,16
S5,C6,SK,15
S6,S7,H8,13
S5,CA,S6,11
H2,S2,SA,13
C8,H5,HK,15
CA,HT,DT,11
D3,H8,DA,14
H4,S3,HJ,14
H7,S9,CJ,10
D2,DA,DK,23
D8,DJ,D2,20
CJ,C2,CA,23
CK,HQ,D7,10
S3,S7,C9,10
HJ,CA,DA,11
CJ,S3,H3,10
C3,HJ,D8,10
S7,H5,C4,7
H3,CA,CA,22
D2,D7,H8,9
H4,S5,C7,7
SA,H2,HT,12
D2,H2,H3,5
DQ,C7,C4,11
SA,SQ,C9,21
D4,DJ,H8,14
HT,DA,S7,11
CT,H3,D6,10
C7,C2,H5,9
S7,ST,CQ,17
DA,ST,DA,22
H3,S8,S9,17
D5,D7,HJ,12
H7,H9,H8,24
S6,D6,CA,11
CA,HT,SJ,11
HQ,HK,ST,20
HK,D3,H3,13
S2,S4,CA,11
S7,HJ,S3,10
D4,H8,S2,8
H7,S2,H6,13
SA,S2,D7,13
SJ,S4,H7,14
SJ,HK,H7,17
D8,CJ,S2,10
H8,S3,SA,14
D2,S5,DJ,12
SK,C5,SA,21
HJ,H2,H2,14
D7,D3,HJ,10
HJ,S2,D7,10
D9,DT,HT,19
C2,C9,DK,11
D4,CT,D3,10
C4,DA,C9,13
DT,C2,S7,10
SA,CK,SA,22
D4,D4,S3,8
C5,H3,DJ,10
CK,SK,DJ,10
S4,D5,DA,16
H2,D8,CQ,10
ST,SJ,DT,20
C6,H6,HA,17
DQ,DK,SA,20
HA,S9,C2,11
D9,H5,SJ,10
CK,S2,C2,12
S7,C3,D9,9
C2,SA,S5,16
C6,D6,SQ,10
DA,S7,HK,11
H8,H7,CQ,15
H2,DK,D5,15
S3,S3,CA,11
HA,S2,D8,11
ST,CK,CT,20
S9,D2,H8,9
C2,C8,D3,10
D8,DJ,C2,18
ST,D2,D9,11
C8,D7,C5,13
H9,S3,C6,9
SK,H6,CT,10
D9,SK,D8,17
S6,SQ,S6,22
DA,HK,CJ,11
D3,HA,H9,20
ST,H7,HJ,17
D9,H4,H3,9
H2,H8,S6,10
S2,H4,SK,12
DQ,S3,D8,18
H9,S5,CT,10
S5,DA,HJ,11
SA,S5,SA,27
S6,H2,HT,12
D9,HK,SA,11
DT,H4,H9,13
SQ,SQ,H3,20
C3,D7,HJ,10
C4,DJ,S6,10
S3,H2,C9,9
DQ,S4,S7,11
D4,S9,S6,15
HK,H9,H4,23
H4,H9,SQ,13
S9,C4,ST,19
C7,DT,DQ,20
H9,S2,SK,12
D2,C6,H2,6
S6,D5,DQ,15
D7,C3,S9,9
D6,C5,H3,6
H6,HJ,SQ,16
S8,H6,S7,15
DA,H5,DQ,21
C4,DA,S3,11
C8,D3,CJ,18
DK,D5,D9,24
C8,D2,SA,11
C6,H7,CQ,16
HT,S2,DJ,10
C4,HQ,H8,18
D2,D9,C8,11
CK,HJ,SQ,10
H8,D4,HJ,18
DA,D9,C7,20
HT,DK,S4,10
ST,H5,S4,14
CQ,CA,SK,21
D3,DT,CA,13
D4,C2,DQ,14
D3,H8,D9,12
DK,S7,H3,10
DQ,CK,C2,12
HT,HJ,D5,20
CK,HJ,H8,18
D8,H7,HA,18
CQ,D3,ST,10
SA,C3,S2,13
HK,D5,D9,14
C7,S6,CJ,17
DA,C5,H3,11
DA,DT,DT,31
D6,C5,HA,11
D6,HQ,H5,15
D8,HA,H3,14
SA,D3,H6,11
D6,S2,DT,16
HJ,H7,S9,17
DJ,S9,D7,17
H9,C9,H8,17
SK,S4,H9,14
H4,DA,C3,11
C7,C6,S4,13
SK,H4,DA,11
C7,H9,CJ,17
DA,DQ,H4,21
H7,HJ,DK,17
C4,DK,D6,16
H6,S9,SA,20
ST,C4,H4,10
H4,HT,H6,20
H6,C6,SA,11
C4,S6,DA,11
SQ,SA,DJ,21
HA,HJ,D2,21
C2,SA,H6,11
H3,H3,S6,6
HT,DK,C8,10
D7,D2,C9,9
D6,H5,HK,15
HK,D6,DT,16
D4,H5,D8,12
H2,C4,DJ,10
S6,CT,H9,10
SJ,CJ,C2,12
H2,D9,S5,9
S3,C7,CJ,17
HT,S9,H3,13
C3,SK,C2,10
D9,C5,S4,9
CK,C9,S9,19
S9,S2,H9,11
HQ,C4,HJ,20
H2,C9,S3,9
CA,H9,H7,16
H5,CJ,S2,10
CQ,H9,DJ,10
D6,SQ,D5,11
H4,S5,SJ,15
D6,H3,CA,11
HQ,H4,D7,14
H2,C5,C4,9
DQ,H2,H7,10
HK,HA,S2,21
D7,DA,SA,18
S9,C8,C4,12
C6,C6,HK,12
HT,D3,CA,11
CK,S4,D7,10
DJ,HQ,DT,20
D3,D5,H3,8
S8,D2,H5,8
DT,CT,C6,16
H6,DT,CJ,10
D2,DJ,HQ,12
SQ,C7,D7,10
H5,DK,S6,10
D6,C3,HK,10
D8,D8,C8,16
H5,S5,H7,12
D8,HT,D8,16
C5,S9,SJ,19
S5,D5,CJ,10
DT,C5,D5,15
H5,S4,H3,8
S7,CT,SJ,17
C3,HT,CQ,13
D2,CK,S3,10
H2,CT,DK,10
CA,DT,CT,21
CQ,SA,H5,11
CK,CJ,S6,20
HJ,D9,D9,18
HT,DA,D9,20
HA,S8,S3,11
SK,C7,C8,15
CA,HA,H6,17
DQ,H5,C5,10
S8,H4,C2,8
C9,C2,H8,11
CK,S7,CJ,20
D4,DQ,DA,25
DJ,D8,HT,18
D4,HJ,HA,21
D9,S4,DJ,19
D3,DA,H8,14
CJ,D8,HA,11
D3,ST,S4,14
ST,S7,DT,17
HQ,S3,DQ,10
S4,DK,H5,10
S7,D9,S2,9
CK,C2,H6,12
HQ,D5,C3,10
SJ,HQ,S3,13
S5,H6,DT,10
C6,D8,C9,15
H3,DA,D8,19
S8,H9,DK,10
SK,CK,S7,17
HA,C2,D9,11
H7,DK,S3,10
SK,H4,DA,11
D9,S4,S2,9
S6,HT,H7,17
H2,C6,S9,9
SQ,CQ,SK,20
CK,D9,D3,12
C7,DQ,H5,10
S7,C7,D3,7
C7,S2,DJ,10
SK,ST,H7,20
C9,C8,C4,21
D4,S2,S8,10
D8,HT,CA,11
CJ,CK,DA,20
DA,CQ,HK,11
H5,C7,S9,9
C6,D6,CT,16
D5,D8,S7,13
CJ,CA,C8,29
D4,SA,DQ,14
CA,CT,DQ,21
H9,CA,C5,16
CQ,CQ,C6,26
C7,H3,H9,12
CJ,D5,H5,10
D8,S8,H9,9
SK,H5,DT,10
H7,DT,D4,14
H8,DT,HJ,18
C6,CQ,S6,16
D4,DQ,S5,14
HK,C7,S6,10
CQ,C3,C7,20
H6,C6,DJ,10
CK,D9,C7,17
C6,H6,CQ,16
DJ,D5,HQ,15
DT,C4,C6,10
H8,S3,DT,10
HK,HK,DQ,20
C4,S8,D2,8
S4,S9,D3,13
D8,D3,SJ,11
CQ,C3,H2,13
D5,D7,C7,12
DK,CA,C5,16
HK,H8,C2,18
HQ,HK,SJ,20
CT,S8,D3,10
H5,C3,C4,7
C9,D2,C6,15
D4,S6,H2,6
S3,H9,C9,9
SA,HK,CA,11
H9,CJ,CK,20
CJ,CK,S2,20
H9,D9,D8,17
D6,H3,D5,11
CA,S9,SK,19
D8,HT,S5,10
H2,HJ,S3,12
CA,C4,HA,15
CQ,D3,DQ,13
DA,H8,CA,11
S4,DT,HQ,10
DQ,D3,H3,13
C6,D5,D9,14
HK,DA,C6,11
DJ,CK,CA,21
C3,S9,H6,9
D3,C9,SQ,10
HQ,DA,HJ,20
HT,SJ,C6,10
H9,H2,DK,11
ST,D9,S2,12
H8,HT,H8,26
C3,D5,S9,9
D5,C9,H9,9
CQ,SQ,C4,14
H9,SJ,D9,10
D4,H9,HQ,19
SK,HT,HT,20
C8,H3,CT,18
ST,DT,DQ,20
DT,DA,DJ,31
CT,SA,D2,11
S5,H9,SA,16
C5,S7,D5,7
SA,HJ,D9,11
H7,S3,CT,10
SQ,H6,H8,14
DK,H8,S5,10
C5,D8,S9,9
S5,SQ,H2,15
D5,HQ,DT,15
D2,SJ,S6,16
S8,S7,C2,15
DT,HQ,H6,16
DT,SA,D5,15
D4,S4,CQ,10
S8,S4,C3,12
DJ,S3,H8,10
SJ,DK,S9,19
D9,DT,C3,19
H5,H2,C7,7
H2,C3,H8,10
H8,CA,H7,15
S7,H9,C8,9
H6,CQ,D4,10
HJ,D2,H4,14
D5,DA,H6,16
H3,SJ,HJ,13
CJ,D3,HQ,10
H9,S5,H4,13
HJ,CA,D9,11
D4,HT,CA,11
H8,CQ,D8,10
S2,CT,S3,10
H3,HT,DT,13
D9,ST,HA,11
H8,SJ,DT,10
D8,ST,D7,15
D3,CJ,S5,10
C8,H4,SJ,10
SQ,D9,CQ,10
C4,D6,C9,13
S5,S2,ST,17
S2,D9,D8,17
D5,D9,S8,14
H6,S8,D9,9
CK,CJ,C7,27
HJ,ST,H4,14
SJ,C6,DJ,10
SK,DJ,HT,10
D4,H2,HA,13
S6,S3,D6,9
C6,C9,D4,15
H9,CK,S2,10
DJ,H8,D4,14
HK,C4,S8,10
S9,S8,D6,17
D4,S8,SQ,18
S7,D3,DJ,13
C6,C5,DT,11
CQ,HT,D2,10
S8,CK,C5,15
C5,ST,C8,13
D4,D3,D3,10
C2,CA,S4,13
CQ,S8,SK,18
HA,HK,S7,21
S2,D7,C7,7
D8,C2,SQ,10
SK,C9,H7,10
S4,H3,S5,9
H7,SJ,C2,10
DT,DJ,S6,20
D2,DK,DJ,22
D2,S8,HQ,10
H9,S8,H8,17
C8,C8,CT,26
S2,DA,S2,11
H9,DA,C2,11
C5,C4,DQ,10
HJ,C4,ST,10
C2,HK,D3,10
H7,C7,H6,13
C8,HJ,CQ,18
CT,H5,CA,21
CA,CT,C5,26
D8,HA,S7,11
D9,CK,H6,10
D3,D8,SQ,11
HT,DQ,S3,10
D8,HQ,HJ,20
S8,S6,H5,14
C2,S9,C7,9
S4,HJ,DA,11
S7,S4,H8,11
H3,SA,CT,11
HK,S4,C8,10
D7,CJ,H7,10
HT,S6,D6,10
SQ,H6,D4,10
H7,C3,DJ,10
H7,C8,D7,8
S5,C4,HQ,10
HK,H6,HA,27
H2,D5,D5,10
D4,SQ,S5,15
HT,ST,S5,15
H5,D6,DJ,16
D2,CJ,C9,19
SK,HJ,DQ,10
S9,S3,C9,12
HK,CT,DT,10
H2,D4,C9,9
C6,DJ,S5,10
SQ,D9,HK,10
S2,HJ,C2,10
S9,S2,SQ,21
SQ,SJ,D6,20
CA,H6,H2,11
ST,H5,S6,16
D8,DK,DJ,28
SA,D4,S4,15
SQ,DA,SA,21
CQ,H5,SK,10
H4,CK,HT,14
DT,C6,SQ,10
D6,H9,D6,12
DJ,D9,S3,19
S2,H2,H2,4
SK,C6,CT,16
S6,DJ,D5,15
S3,C4,CJ,14
SQ,DQ,DT,20
SQ,CT,D5,10
DT,S4,S6,10
H6,CT,CK,20
H4,C5,DQ,10
D9,H6,SJ,10
H8,D2,H3,11
S8,DK,C5,10
H7,C2,S6,7
ST,S9,D9,19
D3,D4,CJ,10
C7,SK,D9,10
H2,S6,C6,6
DA,D2,CK,13
D4,S4,HJ,10
HA,H7,C4,18
H5,SJ,HT,15
C7,H5,D7,7
HJ,HQ,S5,20
C7,D7,D6,13
C5,H9,DT,10
C8,C9,CT,27
C3,H6,CA,14
S2,ST,HA,12
HQ,SA,HT,20
S9,C8,C3,11
DA,S9,D2,13
D9,C2,H4,9
H3,D9,D7,16
HK,SJ,S7,17
ST,CK,S9,19
HK,D8,H8,18
D5,C4,H4,5
DK,D2,C3,12
CQ,CA,D6,21
C6,CA,DK,17
H3,D7,ST,10
D7,HQ,HQ,20
H9,SJ,HJ,19
D8,HQ,HJ,20
S4,DA,HA,11
H7,SQ,D2,10
HA,CA,HA,22
CJ,S8,C5,15
DQ,S5,D7,17
H8,CA,D4,11
CQ,C8,H9,18
CT,H9,CA,21
DQ,D9,C7,19
D8,D5,HA,13
SJ,S7,C4,17
D8,C9,HJ,10
C9,HK,S8,10
CJ,SA,DJ,11
D8,HQ,C3,10
C8,S4,C8,16
HK,DJ,SA,11
CA,CJ,SA,21
D3,SA,H5,11
CQ,C2,DJ,12
SK,CK,DJ,10
CK,C8,D5,18
HK,CJ,HA,21
D5,SQ,D7,12
HQ,H2,H9,21
C2,SA,DT,11
S9,HT,D2,10
D3,S7,S6,13
S8,S6,SA,25
HQ,HQ,HJ,30
CA,H2,D3,11
D6,D7,D6,19
C7,C3,HJ,10
CQ,D6,S8,10
H7,S8,SJ,18
CQ,SK,HK,10
S2,HT,D9,10
C7,HT,HJ,20
S4,DQ,C4,10
D8,S5,H5,8
H5,D3,C4,5
DT,C8,DJ,20
D6,DT,D4,20
C5,C9,S4,14
H9,H7,S4,16
H2,S6,DT,10
H7,DQ,S7,10
D6,D5,DK,21
D4,D2,CJ,10
D5,D6,D7,18
HJ,C5,S6,10
S2,D9,DT,19
HQ,D9,DT,19
H2,S9,S6,15
HT,S6,HJ,20
S5,C7,DJ,10
D8,C7,CJ,17
CK,H7,S5,10
H6,SQ,C8,10
HJ,H2,C8,12
DJ,S4,D2,12
D9,CQ,S5,10
D2,CA,H2,11
S4,HK,H9,19
C4,H2,H3,5
C5,D3,DJ,13
D5,CQ,H6,10
H4,C9,D5,9
HT,S9,S8,17
D9,C7,HJ,10
SQ,SA,DK,21
S4,CA,ST,14
H8,DQ,S9,10
C3,S4,H8,8
C8,DA,D4,15
CA,SQ,SK,20
H4,S2,H7,11
C4,DK,H2,10
C8,SK,H4,10
CQ,DK,DK,20
H3,C5,D5,5
CA,C3,C6,20
CA,SQ,HA,11
D5,H7,S7,7
S9,SJ,D9,19
C8,DK,C2,10
S4,D9,H8,9
D2,D8,D4,14
CJ,SQ,SA,21
H7,CQ,H9,16
CT,DJ,S8,10
DQ,SQ,HJ,10
CT,S3,HT,10
C3,C2,D6,6
H6,C2,C2,6
DT,H2,CK,10
H5,DT,S6,10
C3,H7,C4,7
H6,S5,D2,6
DJ,S7,H5,10
D3,C6,DQ,13
H3,C6,S4,6
H8,S6,DA,11
S9,S6,C4,15
S3,CK,S2,10
S6,D5,C5,6
C9,DT,H4,10
H2,S8,D2,8
H7,D6,D5,11
H3,CJ,ST,10
C8,DJ,H3,10
ST,C6,C5,11
H4,HT,HA,25
SK,DK,S6,16
S2,C7,H3,7
S9,C4,DT,10
C9,S3,HJ,10
S4,SQ,S6,20
S9,S8,CQ,17
HK,DT,S3,10
H7,DQ,H3,10
S9,H9,H2,11
DA,H4,C3,11
H7,S3,HQ,17
S8,C3,SJ,18
H5,HQ,DT,15
D3,H3,C6,6
H4,CA,S9,11
H7,S8,C9,9
DK,D5,ST,15
CQ,DA,S3,11
D7,ST,DK,17
S9,DA,DQ,21
C5,S9,SA,20
H3,ST,C7,10
CT,H3,HQ,13
D3,HQ,S9,10
D3,H4,CT,10
D2,ST,C6,10
S2,H3,D8,8
S2,S9,S3,14
SA,HJ,HT,20
S6,S7,H2,13
DT,CT,CK,20
SA,S6,C6,17
CJ,S4,S5,10
D2,SQ,HQ,10
S9,D2,D3,9
C3,ST,D3,10
HQ,CK,CJ,20
DT,C8,SJ,10
C6,D4,D3,7
D7,H7,D4,11
S9,S9,C4,18
C8,DK,S4,10
HK,S7,S7,14
H4,H5,H2,11
D2,H9,D2,9
C7,DK,HA,11
SJ,SQ,CK,20
C8,S7,C8,16
DQ,DT,S3,20
HQ,CA,CK,21
HK,C7,C3,10
C4,SQ,ST,20
S5,HA,SJ,15
CT,S5,CT,20
CQ,S7,SJ,17
S2,SQ,DT,12
H9,S7,H4,13
H9,H6,H6,21
S5,D3,CT,10
HK,S9,D4,10
CA,SA,C7,18
H2,ST,D3,10
H5,SQ,S4,14
H2,S2,SA,13
D2,HT,SA,11
S5,D6,S6,11
DJ,H4,H5,10
HQ,H7,SA,17
S3,D4,D3,7
HA,CT,D5,11
D8,S8,DA,19
S8,DK,H3,10
C2,S7,SJ,17
D8,H3,HK,13
D3,HJ,CK,10
D2,DK,DK,22
HK,S6,D2,10
C5,D4,HQ,10
S9,C8,HA,11
DA,DT,S8,21
HJ,D4,D9,13
SA,C4,DJ,11
H6,S3,HA,17
HQ,D9,DJ,19
CK,H4,DK,10
ST,CT,D4,10
S5,CK,DT,10
H7,HJ,CA,17
D9,H3,CT,10
SQ,D7,SJ,20
D5,CQ,H4,10
S3,D8,C8,8
D2,D4,S2,6
